,SampleName,site,In,Out,middate,SOI in (monthly),SOI out (monthly),SOI middate (monthly),SOI average (monthly),PNA in (daily),PNA out (daily),PNA middate (daily),PNA average (daily),AO in (daily),AO out (daily),AO middate (daily),AO average (daily),dxs,dD,unc,dO,unc.1,amount [mL]
1477,TF4497SW,CA94,11/4/08,11/11/08,11/7/08,1.64,1.64,1.64,1.64,0.126,1,0.697,0.607666667,-0.045,0.097,-0.422,-0.123333333,11.25394673,-44.6411186,1.020888828,-6.986883167,0.275023635,368
1478,TF5267SW,CA94,11/25/08,12/2/08,11/28/08,1.64,1.43,1.64,1.57,0.924,0.202,1.026,0.717333333,-0.785,-1.431,-1.373,-1.196333333,8.631051833,-128.5913295,0.826896608,-17.15279767,0.317940246,1657.7
1479,TF5841SW,CA94,12/9/08,12/16/08,12/12/08,1.43,1.43,1.43,1.43,0.31,-1.229,-1.072,-0.663666667,0.851,2.21,1.283,1.448,16.53139147,-73.5972152,1.112337179,-11.26607583,0.229008733,2130.5
1480,TF5945SW,CA94,12/16/08,12/23/08,12/19/08,1.43,1.43,1.43,1.43,-1.229,-0.967,-1.139,-1.111666667,2.21,1.696,2.318,2.074666667,6.916844867,-90.1043138,1.119297548,-12.12764483,0.245010204,1331.5
1481,TF6244SW,CA94,12/23/08,12/30/08,12/26/08,1.43,1.43,1.43,1.43,-0.967,-0.426,-0.913,-0.768666667,1.696,-1.615,0.506,0.195666667,11.19195607,-59.5383546,1.041381294,-8.841288833,0.212758079,416
1482,TF7323SW,CA94,1/20/09,1/27/09,1/24/09,0.85,0.85,0.85,0.85,0.797,-0.792,-0.609,-0.201333333,0.443,1.908,1.057,1.136,14.29670793,-62.5398814,1.469967347,-9.604573667,0.284311449,1289
1483,TF7864SW,CA94,2/3/09,2/10/09,2/7/09,1.37,1.37,1.37,1.37,0.23,-0.723,-0.523,-0.338666667,-3.178,-1.023,0.212,-1.329666667,13.18799467,-68.240964,0.818262794,-10.17861983,0.167409677,2814
1484,TF8179SW,CA94,2/10/09,2/17/09,2/14/09,1.37,1.37,1.37,1.37,-0.723,0.121,-0.504,-0.368666667,-1.023,-0.22,-2.436,-1.226333333,18.44794903,-55.6779963,1.060884065,-9.265743167,0.272407783,2730.5
1485,TF9389SW,CA94,3/17/09,3/24/09,3/21/09,-0.21,-0.21,-0.21,-0.21,-0.308,0.077,-0.022,-0.084333333,-0.523,-0.069,-0.251,-0.281,13.48863173,-56.5673496,0.829408223,-8.756997667,0.218588655,615.8
1486,TG0137SW,CA94,4/7/09,4/14/09,4/11/09,1.06,1.06,1.06,1.06,0.305,0.505,0.445,0.418333333,1.03,-0.559,0.803,0.424666667,17.02107407,-39.5563166,0.816186866,-7.072173833,0.211527776,737.8
1487,TG2160SW,CA94,6/2/09,6/9/09,6/6/09,-0.45,-0.45,-0.45,-0.45,0.898,-0.362,0.338,0.291333333,-1.562,-1.438,-1.277,-1.425666667,-13.81322123,-46.5305479,1.156275919,-4.089665833,0.16812198,297.8
1488,TG3954SW,CA94,7/21/09,7/28/09,7/25/09,0.18,0.18,0.18,0.18,0.24,1.996,0.152,0.796,-1.624,-0.704,-1.4,-1.242666667,3.154204667,-17.944934,0.670493102,-2.637392333,0.270447777,199.7
1489,TG4992SW,CA94,8/18/09,8/25/09,8/22/09,-0.59,-0.59,-0.59,-0.59,-0.976,0.027,-0.036,-0.328333333,0.955,-0.846,-0.222,-0.037666667,,,4.48235,,3.083348,139.4
1490,TG7998SW,CA94,11/10/09,11/17/09,11/14/09,-0.67,-0.67,-0.67,-0.67,-0.839,-0.377,-0.48,-0.565333333,0.177,1.11,-0.057,0.41,,,4.48235,,3.083348,235.1
1491,TG8519SW,CA94,11/24/09,12/1/09,11/28/09,-0.67,-0.95,-0.67,-0.763333333,0.977,1.137,0.753,0.955666667,0.383,-0.227,0.055,0.070333333,,,4.48235,,3.083348,1311.4
1492,TG8757SW,CA94,12/1/09,12/8/09,12/5/09,-0.95,-0.95,-0.95,-0.95,1.137,-0.286,0.722,0.524333333,-0.227,-0.833,-1.647,-0.902333333,,,4.48235,,3.083348,1363.9
1493,TG8992SW,CA94,12/8/09,12/15/09,12/12/09,-0.95,-0.95,-0.95,-0.95,-0.286,-0.224,-0.829,-0.446333333,-0.833,-3.89,-3.767,-2.83,,,4.48235,,3.083348,4616
1494,TG9185SW,CA94,12/15/09,12/22/09,12/19/09,-0.95,-0.95,-0.95,-0.95,-0.224,0.384,0.549,0.236333333,-3.89,-5.503,-4.651,-4.681333333,,,4.48235,,3.083348,617.4
1495,TH4822SW,CA94,5/18/10,5/25/10,5/21/10,0.85,0.85,0.85,0.85,-0.293,-1.009,-0.658,-0.653333333,-0.946,-1.062,-0.33,-0.779333333,19.29611313,-57.3990722,0.758741722,-9.586898167,0.409616894,680.4
1496,TH8386SW,CA94,8/24/10,8/31/10,8/27/10,1.77,1.77,1.77,1.77,2.002,0.889,1.012,1.301,0.436,0.68,0.528,0.548,-4.803927267,-34.83064753,1.288784699,-3.753340033,0.462569995,127.4
1497,TH9622SW,CA94,9/28/10,10/5/10,10/1/10,2.44,1.8,1.8,2.013333333,-2.53,1.692,1.302,0.154666667,0.482,1.732,-0.021,0.731,5.996375533,-82.76676607,1.127296323,-11.0953927,0.333971556,1415.8
1498,TI0142SW,CA94,10/12/10,10/19/10,10/15/10,1.8,1.8,1.8,1.8,0.368,0.755,0.313,0.478666667,-0.733,-1.132,-0.022,-0.629,15.36506913,-24.3325842,1.060131124,-4.962206667,0.347501079,451.3
1499,TI0387SW,CA94,10/19/10,10/26/10,10/22/10,1.8,1.8,1.8,1.8,0.755,-0.11,1.101,0.582,-1.132,-0.088,-2.17,-1.13,10.43036387,-35.5016876,0.962653624,-5.741506433,0.309840281,738
1500,TI0654SW,CA94,10/26/10,11/2/10,10/29/10,1.8,1.62,1.8,1.74,-0.11,1.227,0.474,0.530333333,-0.088,2.381,0.826,1.039666667,#REF!,-29.8539546,4.48235,-5.6559939,3.083348,145
1501,TI0872SW,CA94,11/2/10,11/9/10,11/5/10,1.62,1.62,1.62,1.62,1.227,0.572,1.408,1.069,2.381,-0.768,1.532,1.048333333,12.04633647,-38.89354273,1.554521148,-6.3674849,0.399480913,58
1502,TI1616SW,CA94,11/23/10,11/30/10,11/26/10,1.62,1.62,1.62,1.62,-1.875,-0.565,-1.021,-1.153666667,-2.408,-1.377,-4.058,-2.614333333,20.135328,-42.03074347,0.996814928,-7.770758933,0.362740954,607.4
1503,TI2416SW,CA94,12/14/10,12/21/10,12/17/10,2.9,2.9,2.9,2.9,-1.097,-2.131,-1.276,-1.501333333,-2.148,-4.23,-4.549,-3.642333333,9.424533,-84.21816753,0.967292097,-11.70533757,0.366915522,13340.6
1504,TI2637SW,CA94,12/21/10,12/28/10,12/24/10,2.9,2.9,2.9,2.9,-2.131,-0.1,-1.004,-1.078333333,-4.23,-2.776,-3.862,-3.622666667,12.71923427,-114.3802449,1.116986123,-15.8874349,0.379104207,5408
1505,TI3732SW,CA94,1/11/11,1/18/11,1/15/11,2.01,2.01,2.01,2.01,-0.57,0.851,1.04,0.440333333,-3.806,-0.895,-0.704,-1.801666667,3.806850267,-105.2628457,0.991946067,-13.633712,0.340232274,1589
1506,TI3733W,CA94,1/11/11,1/18/11,1/15/11,2.01,2.01,2.01,2.01,-0.57,0.851,1.04,0.440333333,-3.806,-0.895,-0.704,-1.801666667,3.5077166,-105.6020634,0.893634153,-13.6387225,0.269321369,-9.9
1507,TI3820SW,CA94,1/25/11,2/1/11,1/28/11,2.01,2.12,2.01,2.046666667,1.098,0.908,1.12,1.042,-0.272,2.097,0.458,0.761,14.97036473,-53.20563447,1.000564341,-8.5219999,0.413977053,501.5
1508,TI4616SW,CA94,2/15/11,2/22/11,2/18/11,2.12,2.12,2.12,2.12,-1.404,-1.332,-1.44,-1.392,-0.007,0.759,-0.205,0.182333333,17.7354122,-59.51026007,1.241638434,-9.655709033,0.363795272,3551.1
1509,TI4837SW,CA94,2/22/11,3/1/11,2/25/11,2.12,2.09,2.12,2.11,-1.332,-0.712,-1.323,-1.122333333,0.759,0.456,3.666,1.627,17.9748958,-97.47884527,1.010363301,-14.43171763,0.327659885,1531
1510,TI5204SW,CA94,3/1/11,3/9/11,3/5/11,2.09,2.09,2.09,2.09,-0.712,0.349,0.361,-0.000666667,0.456,1.444,0.665,0.855,10.2656338,-53.06287367,1.825349556,-7.916063433,0.348399196,464.3
1511,TI5787SW,CA94,3/15/11,3/22/11,3/18/11,2.09,2.09,2.09,2.09,1.155,0.434,0.281,0.623333333,1.799,1.986,0.856,1.547,17.622182,-93.63877267,1.319741263,-13.90761933,0.220322491,2041.4
1512,TI5854SW,CA94,3/22/11,3/29/11,3/25/11,2.09,2.09,2.09,2.09,0.434,0.941,0.209,0.528,1.986,1.456,1.619,1.687,16.45300927,-78.3173878,1.311954649,-11.84629963,0.292304636,563.6
1513,TI6178SW,CA94,3/29/11,4/5/11,4/1/11,2.09,3.02,3.02,2.71,0.941,-0.541,0.427,0.275666667,1.456,4.106,2.891,2.817666667,14.51130447,-87.34861607,1.052844243,-12.73249007,0.263374258,0
1514,TI6358SW,CA94,4/5/11,4/12/11,4/8/11,3.02,3.02,3.02,3.02,-0.541,-0.952,-0.262,-0.585,4.106,3.438,2.982,3.508666667,21.53443527,-59.2626794,0.95778129,-10.09963933,0.320396629,1236.8
1515,TI7343SW,CA94,5/3/11,5/10/11,5/6/11,0.46,0.46,0.46,0.46,-0.728,-0.644,-0.627,-0.666333333,-1.107,-0.565,-0.259,-0.643666667,18.34569,-35.43480867,1.222732595,-6.722562333,0.244337881,162.2
1516,TI7672SW,CA94,5/10/11,5/17/11,5/13/11,0.46,0.46,0.46,0.46,-0.644,1.356,0.88,0.530666667,-0.565,0.486,-0.722,-0.267,15.98180833,-31.1233682,0.774889024,-5.888147067,0.230670761,57.6
1517,TI7880SW,CA94,5/17/11,5/24/11,5/20/11,0.46,0.46,0.46,0.46,1.356,1.181,1.745,1.427333333,0.486,0.264,-0.052,0.232666667,10.61328507,-52.52816373,0.905350761,-7.8926811,0.422253478,344.2
1518,TI8115SW,CA94,5/24/11,5/31/11,5/28/11,0.46,0.46,0.46,0.46,1.181,-0.314,0.16,0.342333333,0.264,1.02,1.506,0.93,8.591869867,-36.92865253,1.75043566,-5.6900653,0.478260389,37.7
1519,TI9284SW,CA94,6/28/11,7/5/11,7/1/11,-0.04,1.11,1.11,0.726666667,-0.834,-0.011,-0.42,-0.421666667,-0.395,-1.844,-0.829,-1.022666667,10.29104333,-85.1554372,1.331255798,-11.93081007,0.290478915,211.4
1520,TJ0049SW,CA94,7/19/11,7/26/11,7/22/11,1.11,1.11,1.11,1.11,0.495,-1.424,0.489,-0.146666667,0.283,0.244,0.233,0.253333333,10.09283527,-48.4977434,1.612748275,-7.323822333,0.381914912,945.3
1521,TJ0367SW,CA94,7/26/11,8/2/11,7/29/11,1.11,0.07,1.11,0.763333333,-1.424,-1.42,-0.585,-1.143,0.244,-1.41,-0.28,-0.482,10.7588788,-63.81719907,1.039610023,-9.322009733,0.367241065,878.9
1522,TJ1310SW,CA94,8/23/11,8/30/11,8/26/11,0.07,0.07,0.07,0.07,0.259,0.385,1.728,0.790666667,-1.443,0.924,-1.203,-0.574,5.7782826,-29.71055073,0.709677391,-4.436104167,0.210297408,325.8
1523,TJ1821SW,CA94,9/6/11,9/13/11,9/9/11,1.14,1.14,1.14,1.14,-0.595,0.1,-0.99,-0.495,0.426,0.723,0.826,0.658333333,6.7523048,-42.9850544,0.913961706,-6.2171699,0.394234702,95.9
1524,TJ2142SW,CA94,9/13/11,9/21/11,9/17/11,1.14,1.14,1.14,1.14,0.1,-0.82,1.136,0.138666667,0.723,0.112,0.826,0.553666667,17.36066333,-42.7477628,1.423178485,-7.513553267,0.340458514,499.5
1525,TJ3841SW,CA94,11/1/11,11/8/11,11/4/11,1.41,1.41,1.41,1.41,-0.83,-0.211,-0.573,-0.538,1.42,1.302,0.458,1.06,23.13435193,-51.011491,1.076361463,-9.268230367,0.295391266,1467
1526,TJ4450SW,CA94,11/15/11,11/22/11,11/19/11,1.41,1.41,1.41,1.41,-1.167,-0.081,-1.324,-0.857333333,0.981,1.729,1.433,1.381,16.8955322,-97.1926806,1.221038902,-14.2610266,0.219620127,1040.8
1527,TJ5123SW,CA94,12/6/11,12/13/11,12/10/11,2.45,2.45,2.45,2.45,-0.354,0.206,0.117,-0.010333333,3.729,1.752,1.408,2.296333333,13.93523767,-156.5110791,1.019164854,-21.3057896,0.340267542,400
1528,TJ5463SW,CA94,12/13/11,12/20/11,12/17/11,2.45,2.45,2.45,2.45,0.206,0.394,0.437,0.345666667,1.752,0.853,-0.018,0.862333333,22.77334393,-66.98655313,0.901015538,-11.21998713,0.231315801,528.2
1529,TJ6751SW,CA94,1/17/12,1/24/12,1/20/12,0.9,0.9,0.9,0.9,-0.605,-0.314,-0.339,-0.419333333,0.184,-1.775,0.261,-0.443333333,13.37277167,-57.23766247,1.535410694,-8.826304267,0.326044475,1314.7
1530,TJ7409SW,CA94,2/7/12,2/14/12,2/10/12,0.22,0.22,0.22,0.22,0.947,0.896,1.577,1.14,-2.086,0.31,-0.933,-0.903,17.52868233,-40.2388382,0.804120016,-7.220940067,0.204462711,821.3
1531,TJ7631SW,CA94,2/14/12,2/21/12,2/17/12,0.22,0.22,0.22,0.22,0.896,0.459,0.674,0.676333333,0.31,1.528,0.822,0.886666667,14.68913627,-116.8489779,1.457620664,-16.44226427,0.278765134,683.7
1532,TJ7955SW,CA94,2/21/12,2/28/12,2/24/12,0.22,0.22,0.22,0.22,0.459,-0.646,0.01,-0.059,1.528,1.91,1.651,1.696333333,22.21308367,-85.63805873,0.868941885,-13.4813928,0.388911301,894
1533,TJ8566SW,CA94,3/6/12,3/13/12,3/9/12,0.2,0.2,0.2,0.2,-1.194,0.357,-0.363,-0.4,3.045,0.076,2.482,1.867666667,12.7005188,-39.0089732,1.503402142,-6.4636865,0.282024822,214.3
1534,TJ8688SW,CA94,3/13/12,3/20/12,3/16/12,0.2,0.2,0.2,0.2,0.357,0.75,0.728,0.611666667,0.076,2.085,2.229,1.463333333,16.68869073,-63.638105,1.09399223,-10.04084947,0.440321473,3288.4
1535,TJ9045SW,CA94,3/20/12,3/27/12,3/23/12,0.2,0.2,0.2,0.2,0.75,0.713,0.137,0.533333333,2.085,-0.323,-1.528,0.078,13.45465987,-55.03933907,0.906678554,-8.561749867,0.193018134,734.5
1536,TJ9708SW,CA94,4/10/12,4/17/12,4/13/12,-0.65,-0.65,-0.65,-0.65,0.58,-0.368,0.149,0.120333333,0.015,1.055,-0.572,0.166,17.47197007,-74.93614327,1.27759892,-11.55101417,0.256271341,3422.7
1537,TK0353SW,CA94,4/24/12,5/1/12,4/27/12,-0.65,-0.38,-0.65,-0.56,0.165,-1.548,-0.337,-0.573333333,-1.325,0.741,-0.679,-0.421,10.50622393,-91.69574673,1.093684141,-12.77524633,0.361621349,381.1
1538,TK3054SW,CA94,7/10/12,7/17/12,7/13/12,-0.15,-0.15,-0.15,-0.15,0.193,-1.158,-0.239,-0.401333333,0.026,1.047,0.475,0.516,17.22127073,-56.7161354,1.239801194,-9.242175767,0.269384484,1540.9
1539,TK4060SW,CA94,8/7/12,8/14/12,8/10/12,-0.74,-0.74,-0.74,-0.74,-1.651,0.64,-1.315,-0.775333333,1.447,-1.13,0.828,0.381666667,9.055374133,-25.06793093,1.165545366,-4.265413133,0.435635168,3898.4
1540,TK4842SW,CA94,8/28/12,9/4/12,9/1/12,-0.74,0.22,0.22,-0.1,0.323,0.03,-0.528,-0.058333333,-0.307,1.645,0.883,0.740333333,8.331052667,-24.60042147,0.753632536,-4.116434267,0.233332381,795.5
1541,TK5117SW,CA94,9/4/12,9/11/12,9/8/12,0.22,0.22,0.22,0.22,0.03,0.284,-0.449,-0.045,1.645,1.094,0.944,1.227666667,8.027277067,-62.82366107,0.928139537,-8.856367267,0.258195662,373
1542,TK6392SW,CA94,10/9/12,10/16/12,10/13/12,0.17,0.17,0.17,0.17,-1.745,0.285,0.85,-0.203333333,-0.677,-1.281,-1.822,-1.26,18.99949233,-56.16181193,1.10656857,-9.395163033,0.29121298,166.4
1543,TK7357SW,CA94,11/6/12,11/13/12,11/10/12,0.33,0.33,0.33,0.33,-0.418,-0.753,-0.444,-0.538333333,2.068,1.35,0.087,1.168333333,26.61114647,-43.6438762,0.923280023,-8.781877833,0.307861982,525.1
1544,TK8772SW,CA94,12/11/12,12/18/12,12/15/12,-0.77,-0.77,-0.77,-0.77,-0.88,-1.069,-0.571,-0.84,-2.3,-1.716,-0.999,-1.671666667,18.48297573,-84.6596328,1.572897327,-12.89282607,0.34322733,1760.7
1545,TK8929SW,CA94,12/18/12,12/24/12,12/21/12,-0.77,-0.77,-0.77,-0.77,-1.069,-0.073,-0.846,-0.662666667,-1.716,-1.724,-3.371,-2.270333333,22.40647113,-41.25874193,0.959995833,-7.958151633,0.275617489,393.3
1546,TK9415SW,CA94,12/31/12,1/8/13,1/4/13,-0.77,-0.1,-0.1,-0.323333333,0.489,0.284,1.227,0.666666667,-0.635,0.657,0.012,0.011333333,21.26776513,-79.245333,1.423498858,-12.56413727,0.271330057,359.5
1547,TK9710SW,CA94,1/8/13,1/15/13,1/12/13,-0.1,-0.1,-0.1,-0.1,0.284,0.019,-0.62,-0.105666667,0.657,-0.536,-1.867,-0.582,21.93690907,-36.0283592,0.878666034,-7.245658533,0.161793078,562.9
1548,TL0294SW,CA94,1/22/13,1/29/13,1/26/13,-0.1,-0.1,-0.1,-0.1,0.566,0.031,-0.22,0.125666667,-2.744,0.133,0.653,-0.652666667,13.40586067,-116.9885233,1.110106301,-16.299298,0.204782812,1682.6
1549,TL0781SW,CA94,2/5/13,2/12/13,2/9/13,-0.47,-0.47,-0.47,-0.47,0.512,0.353,0.403,0.422666667,-0.421,-1.087,-0.7,-0.736,21.2857436,-79.71637933,0.555965826,-12.62526537,0.314028661,1703.8
1550,TL1438SW,CA94,2/19/13,2/26/13,2/23/13,-0.47,-0.47,-0.47,-0.47,0.06,0.932,0.418,0.47,-2.62,-2.445,-1.682,-2.249,19.3739312,-81.93817467,0.879245699,-12.66401323,0.267635947,1387.2
1551,TL1934SW,CA94,3/5/13,3/12/13,3/9/13,1.06,1.06,1.06,1.06,0.291,-0.63,0.199,-0.046666667,-3.802,-1.634,-2.755,-2.730333333,21.25517893,-73.68891547,0.574792136,-11.8680118,0.328934644,634.5
1552,TL3069SW,CA94,4/2/13,4/9/13,4/6/13,0.01,0.01,0.01,0.01,-0.246,0.291,-0.171,-0.042,-2.445,-0.324,-2.322,-1.697,16.41427947,-29.96938507,4.48235,-5.797958067,3.083348,715.4
1553,TL4447SW,CA94,5/7/13,5/14/13,5/11/13,0.9,0.9,0.9,0.9,0.678,-0.495,1.047,0.41,1.197,0.173,1.432,0.934,16.83127427,-42.29375773,0.993671978,-7.390629,0.376937661,725.5
1554,TL7051SW,CA94,7/16/13,7/23/13,7/19/13,0.76,0.76,0.76,0.76,-1.183,-0.839,-0.496,-0.839333333,0.707,-1.162,-0.178,-0.211,7.041814667,-56.65279333,0.992432365,-7.961826,0.201774627,757.2
1555,TL7293SW,CA94,7/23/13,7/30/13,7/27/13,0.76,0.76,0.76,0.76,-0.839,0.146,-0.215,-0.302666667,-1.162,-0.813,0.024,-0.650333333,12.11438307,-62.012754,0.955862961,-9.265892133,0.225455095,404.9
1556,TL8079SW,CA94,8/13/13,8/20/13,8/16/13,-0.23,-0.23,-0.23,-0.23,0.294,-0.219,-0.358,-0.094333333,0.454,0.505,0.787,0.582,14.332258,-33.24323747,0.887752781,-5.946936933,0.242231294,408.1
1557,TL8723SW,CA94,8/27/13,9/3/13,8/31/13,-0.23,0.41,-0.23,-0.016666667,1.026,0.276,0.494,0.598666667,0.202,0.513,1.002,0.572333333,6.884627867,-103.0802775,0.913564448,-13.74561317,0.221002262,326.2
1558,TL8871SW,CA94,9/3/13,9/10/13,9/7/13,0.41,0.41,0.41,0.41,0.276,0.656,0.876,0.602666667,0.513,0.411,0.452,0.458666667,3.792421733,-41.61853773,0.991542737,-5.676369933,0.230141261,370
1559,TM0460SW,CA94,10/8/13,10/15/13,10/11/13,-0.34,-0.34,-0.34,-0.34,-0.621,-0.427,-0.191,-0.413,0.247,-0.023,-0.975,-0.250333333,21.5526632,-62.7130536,0.741893523,-10.5332146,0.232615563,1410.9
1560,TM0756SW,CA94,10/22/13,10/29/13,10/26/13,-0.34,-0.34,-0.34,-0.34,0.482,0.18,-0.102,0.186666667,-0.161,2.274,1.723,1.278666667,23.39569727,-43.47089127,1.294475183,-8.358323567,0.213527516,1081.1
1561,TM1637SW,CA94,11/19/13,11/26/13,11/22/13,0.75,0.75,0.75,0.75,-0.966,-0.113,-0.152,-0.410333333,1.101,1.602,-1.167,0.512,16.04008533,-97.19300213,0.932636585,-14.15413593,0.151532175,454.1
1562,TM2271SW,CA94,12/3/13,12/10/13,12/7/13,-0.05,-0.05,-0.05,-0.05,-0.285,-1.018,-1.071,-0.791333333,1.632,0.378,0.332,0.780666667,25.27819533,-42.25645987,1.076106407,-8.4418319,0.236619948,533.4
1563,TM4286SW,CA94,1/28/14,2/4/14,2/1/14,1.19,-0.32,-0.32,0.183333333,0.323,-1.06,-0.896,-0.544333333,-2.408,-0.148,0.331,-0.741666667,21.61790593,-76.70393353,1.428316842,-12.29022993,0.217405152,907.6
1564,TM4508SW,CA94,2/4/14,2/11/14,2/8/14,-0.32,-0.32,-0.32,-0.32,-1.06,-0.786,-0.826,-0.890666667,-0.148,1.283,0.608,0.581,20.56494547,-79.7691108,1.00825592,-12.54175703,0.205538318,252.4
1565,TM5351SW,CA94,2/25/14,3/4/14,3/1/14,-0.32,-1.7,-1.7,-1.24,0.507,-0.209,-0.839,-0.180333333,-0.784,-0.028,-1.463,-0.758333333,21.80163463,-47.2096443,1.378647888,-8.626409867,0.121115647,7525.1
1566,TM6516SW,CA94,3/25/14,4/1/14,3/29/14,-1.7,0.81,-1.7,-0.863333333,-0.408,-0.594,-0.822,-0.608,1.025,-0.707,-0.339,-0.007,24.96621507,-34.16274387,1.080146749,-7.391119867,0.200771014,839.1
1567,TM6791SW,CA94,4/1/14,4/8/14,4/5/14,0.81,0.81,0.81,0.81,-0.594,0.416,-0.056,-0.078,-0.707,1.241,1.456,0.663333333,28.4708391,-49.0540249,1.123067674,-9.690608,0.256072255,372.4
1568,TM7592SW,CA94,4/22/14,4/29/14,4/26/14,0.81,0.81,0.81,0.81,0.788,1.071,0.314,0.724333333,0.264,-1.369,-1.132,-0.745666667,21.3254464,-65.98224213,1.270718301,-10.91346107,0.328007622,1394
1569,TM8046SW,CA94,5/6/14,5/13/14,5/10/14,0.72,0.72,0.72,0.72,-0.381,-0.02,-0.423,-0.274666667,0.77,0.82,1.473,1.021,20.22310957,-41.2668499,1.196390405,-7.686244933,0.257194479,434.2
1570,TM8556SW,CA94,5/20/14,5/27/14,5/24/14,0.72,0.72,0.72,0.72,0.106,-1.344,-1.401,-0.879666667,-0.165,-0.91,-0.263,-0.446,14.36827923,-78.41434903,1.184909701,-11.59782853,0.210914675,343.5
1571,TN1264SW,CA94,7/29/14,8/5/14,8/2/14,-0.26,-1.42,-1.42,-1.033333333,0.409,1.536,0.541,0.828666667,-0.738,-0.847,-0.539,-0.708,16.54315733,-40.30816213,1.013525037,-7.106414933,0.226955943,774.5
1572,TN2713SW,CA94,9/2/14,9/9/14,9/6/14,-0.66,-0.66,-0.66,-0.66,-0.195,0.298,0.251,0.118,0.682,0.354,-0.409,0.209,19.72943837,-48.3272219,1.004178271,-8.507082533,0.259418581,795.8
1573,TN4781SW,CA94,10/28/14,11/4/14,11/1/14,-0.86,-0.96,-0.96,-0.926666667,0.027,0.106,0.486,0.206333333,0.202,1.015,0.439,0.552,18.88469177,-50.1184829,1.12342512,-8.625396833,0.265064143,994.8
1574,TN5517SW,CA94,11/18/14,11/25/14,11/22/14,-0.96,-0.96,-0.96,-0.96,0.917,-0.278,0.315,0.318,-1.649,1.012,-0.391,-0.342666667,12.400617,-72.517263,0.984054368,-10.614735,0.27123606,657.7
1575,TN6142SW,CA94,12/2/14,12/9/14,12/5/14,-0.66,-0.66,-0.66,-0.66,-0.772,1.309,0.156,0.231,0.266,0.224,-0.683,-0.064333333,10.18198367,-81.777707,0.940585988,-11.49496133,0.238916303,6742
1576,TN6254SW,CA94,12/9/14,12/16/14,12/12/14,-0.66,-0.66,-0.66,-0.66,1.309,0.865,0.375,0.849666667,0.224,1.33,0.486,0.68,17.33134273,-73.9939986,0.839334856,-11.41566767,0.218325445,2626.4
1577,TN6505SW,CA94,12/16/14,12/23/14,12/20/14,-0.66,-0.66,-0.66,-0.66,0.865,0.435,0.778,0.692666667,1.33,0.565,1.047,0.980666667,16.55815717,-72.8987855,1.300455689,-11.18211783,0.257196423,972.7
1578,TN7304SW,CA94,1/6/15,1/13/15,1/10/15,-0.87,-0.87,-0.87,-0.87,-0.016,0.724,0.512,0.406666667,1.247,1.375,2.506,1.709333333,7.924378833,-50.0496465,0.785413267,-7.246753167,0.222614016,734.2
1579,TN7992SW,CA94,1/20/15,1/27/15,1/24/15,-0.87,-0.87,-0.87,-0.87,0.549,-0.064,0.502,0.329,-1.035,2.188,0.57,0.574333333,10.0545064,-124.5984936,1.175179986,-16.831625,0.190853347,435.9
1580,TN8902SW,CA94,2/17/15,2/24/15,2/20/15,-0.04,-0.04,-0.04,-0.04,1.32,-0.119,0.563,0.588,0.492,1.714,1.646,1.284,17.85901407,-42.7643526,0.992097273,-7.577920833,0.185099973,2253.3
1581,TN9223SW,CA94,2/24/15,3/3/15,2/27/15,-0.04,-1.4,-0.04,-0.493333333,-0.119,-1.964,-0.722,-0.935,1.714,2.176,2.763,2.217666667,,,4.48235,,3.083348,853.5
1582,NU8060SW,CA95,1/9/01,1/16/01,1/12/01,0.78,0.78,0.78,0.78,0.835,1.062,0.91,0.935666667,-2.222,0.299,-1.298,-1.073666667,9.2562837,-80.8183803,2.192031022,-11.259333,0.098287843,499.3
1583,NU8486SW,CA95,1/23/01,1/30/01,1/26/01,0.78,0.78,0.78,0.78,0.824,0.073,-0.098,0.266333333,0.743,-1.896,0.814,-0.113,14.2728545,-84.3013735,0.767917964,-12.3217785,0.00212132,550.1
1584,NU8960SW,CA95,2/6/01,2/13/01,2/9/01,1,1,1,1,-0.219,0.269,-0.821,-0.257,-1.782,2.884,0.517,0.539666667,10.5878303,-83.8149337,0.992070814,-11.8003455,0.031819805,284.6
1585,NU9132SW,CA95,2/13/01,2/20/01,2/16/01,1,1,1,1,0.269,0.77,0.205,0.414666667,2.884,0.654,1.861,1.799666667,13.7276293,-105.4730867,0.181726443,-14.9000895,0.096166522,389.5
1586,NU9330SW,CA95,2/20/01,2/27/01,2/23/01,1,1,1,1,0.77,0.772,0.332,0.624666667,0.654,-3.988,-3.373,-2.235666667,0.115258405,-114.8923301,0.805394624,-15.270039,0.086267027,912.7
1587,NU9661SW,CA95,2/27/01,3/6/01,3/2/01,1,0.46,0.46,0.64,0.772,1.179,0.21,0.720333333,-3.988,-3.206,-3.244,-3.479333333,-2.5791777,-129.2159817,0.190918831,-15.8296005,0.032526912,185.3
1588,NV4056SW,CA95,7/3/01,7/10/01,7/6/01,-0.27,-0.27,-0.27,-0.27,0.157,-1.169,-1.733,-0.915,0.198,-0.56,0.633,0.090333333,3.0232186,-17.5380374,4.482349886,-2.570157,0.377595021,436.3
1589,NV5956SW,CA95,8/28/01,9/4/01,8/31/01,-1.01,0.11,-1.01,-0.636666667,0.306,-0.001,0.152,0.152333333,-0.651,0.281,-0.864,-0.411333333,-12.0586181,-39.8416181,0.035355339,-3.472875,0.064346717,-9.9
