Year,Month,Day,Daily PNA Value
1984,10,18,-1.152
1984,10,19,-0.983
1984,10,20,-0.929
1984,10,21,-0.865
1984,10,22,-1.066
1984,10,23,-0.999
1984,10,24,-0.960
1984,10,25,-1.072
1984,10,26,-1.376
1984,10,27,-1.588
1984,10,28,-1.878
1984,10,29,-1.710
1984,10,30,-1.123
1984,10,31,-0.520
1984,11,1,-0.185
1984,11,2,-0.179
1984,11,3,-0.336
1984,11,4,-0.362
1984,11,5,-0.143
1984,11,6,-0.031
1984,11,7,-0.259
1984,11,8,-0.517
1984,11,9,-0.416
1984,11,10,-0.284
1984,11,11,-0.230
1984,11,12,0.136
1984,11,13,0.439
1984,11,14,0.570
1984,11,15,0.504
1984,11,16,0.675
1984,11,17,0.715
1984,11,18,0.905
1984,11,19,0.915
1984,11,20,0.949
1984,11,21,1.041
1984,11,22,0.956
1984,11,23,0.706
1984,11,24,0.244
1984,11,25,0.110
1984,11,26,0.188
1984,11,27,0.102
1984,11,28,-0.001
1984,11,29,0.180
1984,11,30,0.356
1984,12,1,0.521
1984,12,2,0.386
1984,12,3,0.386
1984,12,4,0.432
1984,12,5,0.372
1984,12,6,0.089
1984,12,7,-0.229
1984,12,8,-0.528
1984,12,9,-0.821
1984,12,10,-0.704
1984,12,11,-0.623
1984,12,12,-0.797
1984,12,13,-0.515
1984,12,14,-0.540
1984,12,15,-0.911
1984,12,16,-1.443
1984,12,17,-1.774
1984,12,18,-1.792
1984,12,19,-1.613
1984,12,20,-1.467
1984,12,21,-1.566
1984,12,22,-1.487
1984,12,23,-1.386
1984,12,24,-1.327
1984,12,25,-1.307
1984,12,26,-1.174
1984,12,27,-0.937
1984,12,28,-0.693
1984,12,29,-0.450
1984,12,30,-0.033
1984,12,31,0.525
1985,1,1,0.783
1985,1,2,0.996
1985,1,3,1.149
1985,1,4,1.173
1985,1,5,1.064
1985,1,6,0.974
1985,1,7,1.057
1985,1,8,0.918
1985,1,9,0.901
1985,1,10,0.880
1985,1,11,0.869
1985,1,12,0.965
1985,1,13,0.997
1985,1,14,0.852
1985,1,15,0.885
1985,1,16,1.011
1985,1,17,1.038
1985,1,18,0.970
1985,1,19,0.922
1985,1,20,0.985
1985,1,21,0.948
1985,1,22,0.859
1985,1,23,0.880
1985,1,24,0.933
1985,1,25,0.833
1985,1,26,0.725
1985,1,27,0.584
1985,1,28,0.321
1985,1,29,0.086
1985,1,30,-0.075
1985,1,31,-0.209
1985,2,1,-0.328
1985,2,2,-0.355
1985,2,3,-0.432
1985,2,4,-0.543
1985,2,5,-0.706
1985,2,6,-1.039
1985,2,7,-1.216
1985,2,8,-1.208
1985,2,9,-1.209
1985,2,10,-1.283
1985,2,11,-0.922
1985,2,12,-0.536
1985,2,13,-0.296
1985,2,14,0.283
1985,2,15,0.652
1985,2,16,0.690
1985,2,17,0.700
1985,2,18,0.681
1985,2,19,0.452
1985,2,20,0.318
1985,2,21,0.261
1985,2,22,0.405
1985,2,23,0.605
1985,2,24,0.723
1985,2,25,0.981
1985,2,26,1.076
1985,2,27,1.028
1985,2,28,0.700
1985,3,1,-0.816
1985,3,2,-1.116
1985,3,3,-1.518
1985,3,4,-1.574
1985,3,5,-1.511
1985,3,6,-1.457
1985,3,7,-1.249
1985,3,8,-0.872
1985,3,9,-0.761
1985,3,10,-0.690
1985,3,11,-0.521
1985,3,12,-0.410
1985,3,13,-0.207
1985,3,14,-0.004
1985,3,15,0.111
1985,3,16,0.381
1985,3,17,0.581
1985,3,18,0.634
1985,3,19,0.575
1985,3,20,0.449
1985,3,21,0.455
1985,3,22,0.426
1985,3,23,0.343
1985,3,24,0.236
1985,3,25,0.119
1985,3,26,-0.306
1985,3,27,-0.812
1985,3,28,-0.974
1985,3,29,-0.696
1985,3,30,-0.465
1985,3,31,-0.318
1985,4,1,-0.142
1985,4,2,-0.320
1985,4,3,-0.655
1985,4,4,-0.836
1985,4,5,-0.757
1985,4,6,-0.581
1985,4,7,-0.494
1985,4,8,-0.396
1985,4,9,-0.609
1985,4,10,-0.793
1985,4,11,-0.825
1985,4,12,-0.509
1985,4,13,-0.168
1985,4,14,-0.228
1985,4,15,-0.218
1985,4,16,-0.129
1985,4,17,-0.343
1985,4,18,-0.597
1985,4,19,-0.474
1985,4,20,-0.311
1985,4,21,-0.417
1985,4,22,-0.414
1985,4,23,-0.539
1985,4,24,-0.818
1985,4,25,-0.761
1985,4,26,-0.827
1985,4,27,-1.369
1985,4,28,-1.718
1985,4,29,-1.608
1985,4,30,-1.138
1985,5,1,-0.734
1985,5,2,-0.369
1985,5,3,-0.177
1985,5,4,-0.352
1985,5,5,-0.718
1985,5,6,-0.787
1985,5,7,-0.810
1985,5,8,-0.937
1985,5,9,-1.402
1985,5,10,-1.605
1985,5,11,-1.339
1985,5,12,-1.034
1985,5,13,-0.890
1985,5,14,-0.705
1985,5,15,-0.747
1985,5,16,-0.869
1985,5,17,-0.680
1985,5,18,-0.403
1985,5,19,-0.433
1985,5,20,-0.504
1985,5,21,-0.509
1985,5,22,-0.178
1985,5,23,0.154
1985,5,24,0.342
1985,5,25,0.546
1985,5,26,0.628
1985,5,27,0.695
1985,5,28,0.604
1985,5,29,0.171
1985,5,30,0.340
1985,5,31,0.869
1985,6,1,1.162
1985,6,2,1.283
1985,6,3,1.468
1985,6,4,1.301
1985,6,5,1.256
1985,6,6,1.543
1985,6,7,1.618
1985,6,8,1.188
1985,6,9,0.603
1985,6,10,0.356
1985,6,11,0.573
1985,6,12,0.550
1985,6,13,0.760
1985,6,14,0.943
1985,6,15,0.858
1985,6,16,0.877
1985,6,17,1.132
1985,6,18,1.423
1985,6,19,1.095
1985,6,20,0.518
1985,6,21,-0.246
1985,6,22,-0.980
1985,6,23,-1.227
1985,6,24,-1.374
1985,6,25,-1.589
1985,6,26,-1.268
1985,6,27,-0.782
1985,6,28,-0.466
1985,6,29,-0.405
1985,6,30,-0.176
1985,7,1,0.004
1985,7,2,-0.204
1985,7,3,-0.322
1985,7,4,-0.123
1985,7,5,0.052
1985,7,6,0.130
1985,7,7,-0.431
1985,7,8,-0.791
1985,7,9,-0.324
1985,7,10,0.053
1985,7,11,-0.006
1985,7,12,-0.244
1985,7,13,0.072
1985,7,14,0.360
1985,7,15,-0.033
1985,7,16,-0.121
1985,7,17,0.259
1985,7,18,0.687
1985,7,19,1.142
1985,7,20,0.766
1985,7,21,-0.081
1985,7,22,-0.555
1985,7,23,-0.936
1985,7,24,-0.602
1985,7,25,0.169
1985,7,26,0.746
1985,7,27,0.288
1985,7,28,-0.334
1985,7,29,0.160
1985,7,30,0.438
1985,7,31,0.222
1985,8,1,0.112
1985,8,2,0.038
1985,8,3,0.005
1985,8,4,0.076
1985,8,5,0.304
1985,8,6,0.805
1985,8,7,0.867
1985,8,8,0.407
1985,8,9,0.046
1985,8,10,-0.497
1985,8,11,-0.779
1985,8,12,-0.831
1985,8,13,-1.093
1985,8,14,-0.957
1985,8,15,-0.890
1985,8,16,-1.150
1985,8,17,-1.263
1985,8,18,-1.022
1985,8,19,-0.838
1985,8,20,-1.035
1985,8,21,-0.964
1985,8,22,-0.772
1985,8,23,-0.629
1985,8,24,-0.257
1985,8,25,0.220
1985,8,26,0.696
1985,8,27,1.157
1985,8,28,1.129
1985,8,29,0.593
1985,8,30,0.409
1985,8,31,0.860
1985,9,1,1.355
1985,9,2,1.325
1985,9,3,0.871
1985,9,4,0.560
1985,9,5,0.874
1985,9,6,0.659
1985,9,7,0.092
1985,9,8,-0.355
1985,9,9,-0.706
1985,9,10,-0.791
1985,9,11,-0.780
1985,9,12,-0.680
1985,9,13,-0.157
1985,9,14,-0.098
1985,9,15,-0.678
1985,9,16,-1.136
1985,9,17,-0.894
1985,9,18,-0.360
1985,9,19,-0.426
1985,9,20,-0.812
1985,9,21,-1.193
1985,9,22,-1.552
1985,9,23,-1.806
1985,9,24,-1.683
1985,9,25,-1.372
1985,9,26,-0.416
1985,9,27,0.821
1985,9,28,1.191
1985,9,29,0.985
1985,9,30,0.543
1985,10,1,0.089
1985,10,2,-0.111
1985,10,3,-0.058
1985,10,4,0.194
1985,10,5,-0.476
1985,10,6,-1.040
1985,10,7,-1.390
1985,10,8,-1.443
1985,10,9,-1.261
1985,10,10,-0.890
1985,10,11,-0.662
1985,10,12,-0.760
1985,10,13,-1.125
1985,10,14,-1.220
1985,10,15,-1.297
1985,10,16,-1.458
1985,10,17,-1.478
1985,10,18,-1.465
1985,10,19,-1.186
1985,10,20,-0.708
1985,10,21,-0.387
1985,10,22,-0.211
1985,10,23,-0.235
1985,10,24,-0.531
1985,10,25,-0.553
1985,10,26,-0.393
1985,10,27,-0.263
1985,10,28,-0.232
1985,10,29,-0.313
1985,10,30,-0.431
1985,10,31,-0.485
1985,11,1,-0.374
1985,11,2,-0.241
1985,11,3,-0.146
1985,11,4,-0.298
1985,11,5,-0.864
1985,11,6,-1.356
1985,11,7,-1.722
1985,11,8,-1.730
1985,11,9,-1.404
1985,11,10,-1.336
1985,11,11,-1.286
1985,11,12,-1.091
1985,11,13,-0.771
1985,11,14,-0.472
1985,11,15,-0.453
1985,11,16,-0.885
1985,11,17,-1.288
1985,11,18,-1.370
1985,11,19,-1.390
1985,11,20,-1.298
1985,11,21,-1.098
1985,11,22,-1.102
1985,11,23,-1.329
1985,11,24,-1.338
1985,11,25,-0.965
1985,11,26,-0.721
1985,11,27,-0.684
1985,11,28,-0.540
1985,11,29,-0.495
1985,11,30,-0.266
1985,12,1,-0.034
1985,12,2,0.111
1985,12,3,0.370
1985,12,4,0.766
1985,12,5,1.125
1985,12,6,1.227
1985,12,7,1.010
1985,12,8,0.968
1985,12,9,0.827
1985,12,10,0.563
1985,12,11,0.510
1985,12,12,0.742
1985,12,13,0.796
1985,12,14,0.594
1985,12,15,0.374
1985,12,16,0.407
1985,12,17,0.700
1985,12,18,1.042
1985,12,19,1.437
1985,12,20,1.647
1985,12,21,1.598
1985,12,22,1.372
1985,12,23,1.181
1985,12,24,1.132
1985,12,25,1.035
1985,12,26,0.679
1985,12,27,0.582
1985,12,28,0.599
1985,12,29,0.501
1985,12,30,0.234
1985,12,31,-0.117
1986,1,1,-0.396
1986,1,2,-0.236
1986,1,3,0.103
1986,1,4,0.391
1986,1,5,0.402
1986,1,6,0.432
1986,1,7,0.806
1986,1,8,0.842
1986,1,9,0.766
1986,1,10,0.812
1986,1,11,0.667
1986,1,12,0.715
1986,1,13,0.704
1986,1,14,0.441
1986,1,15,0.213
1986,1,16,-0.043
1986,1,17,-0.204
1986,1,18,-0.074
1986,1,19,0.098
1986,1,20,0.234
1986,1,21,0.323
1986,1,22,0.248
1986,1,23,0.255
1986,1,24,0.622
1986,1,25,1.124
1986,1,26,1.367
1986,1,27,1.254
1986,1,28,1.132
1986,1,29,1.128
1986,1,30,1.182
1986,1,31,1.035
1986,2,1,1.032
1986,2,2,1.090
1986,2,3,0.966
1986,2,4,0.911
1986,2,5,1.017
1986,2,6,1.142
1986,2,7,1.112
1986,2,8,0.931
1986,2,9,0.788
1986,2,10,0.865
1986,2,11,0.890
1986,2,12,0.854
1986,2,13,0.726
1986,2,14,0.438
1986,2,15,-0.170
1986,2,16,-0.743
1986,2,17,-0.770
1986,2,18,-0.739
1986,2,19,-0.719
1986,2,20,-0.669
1986,2,21,-0.512
1986,2,22,-0.354
1986,2,23,-0.016
1986,2,24,0.319
1986,2,25,0.640
1986,2,26,1.044
1986,2,27,1.406
1986,2,28,1.448
1986,3,1,1.517
1986,3,2,1.273
1986,3,3,1.278
1986,3,4,0.929
1986,3,5,0.564
1986,3,6,0.601
1986,3,7,0.707
1986,3,8,0.740
1986,3,9,0.677
1986,3,10,0.759
1986,3,11,0.738
1986,3,12,0.821
1986,3,13,0.824
1986,3,14,0.653
1986,3,15,0.371
1986,3,16,0.106
1986,3,17,-0.023
1986,3,18,-0.023
1986,3,19,-0.162
1986,3,20,-0.023
1986,3,21,0.033
1986,3,22,-0.163
1986,3,23,-0.234
1986,3,24,-0.289
1986,3,25,-0.470
1986,3,26,-0.154
1986,3,27,0.381
1986,3,28,0.567
1986,3,29,0.278
1986,3,30,0.209
1986,3,31,0.113
1986,4,1,-0.082
1986,4,2,0.155
1986,4,3,0.396
1986,4,4,0.307
1986,4,5,0.268
1986,4,6,0.153
1986,4,7,0.348
1986,4,8,0.672
1986,4,9,0.550
1986,4,10,0.397
1986,4,11,0.268
1986,4,12,0.317
1986,4,13,0.112
1986,4,14,-0.054
1986,4,15,-0.193
1986,4,16,-0.131
1986,4,17,-0.009
1986,4,18,-0.051
1986,4,19,-0.167
1986,4,20,-0.002
1986,4,21,-0.194
1986,4,22,-0.553
1986,4,23,-0.815
1986,4,24,-0.959
1986,4,25,-0.670
1986,4,26,-0.167
1986,4,27,-0.206
1986,4,28,-0.454
1986,4,29,-0.705
1986,4,30,-0.519
1986,5,1,-0.096
1986,5,2,0.160
1986,5,3,0.095
1986,5,4,-0.338
1986,5,5,-0.513
1986,5,6,-0.509
1986,5,7,-0.491
1986,5,8,-0.511
1986,5,9,-0.883
1986,5,10,-0.908
1986,5,11,-0.724
1986,5,12,-0.823
1986,5,13,-0.693
1986,5,14,-0.312
1986,5,15,-0.079
1986,5,16,-0.208
1986,5,17,-0.342
1986,5,18,-0.243
1986,5,19,0.142
1986,5,20,0.451
1986,5,21,0.717
1986,5,22,1.114
1986,5,23,1.119
1986,5,24,0.782
1986,5,25,0.613
1986,5,26,0.694
1986,5,27,0.340
1986,5,28,0.088
1986,5,29,0.011
1986,5,30,0.200
1986,5,31,0.388
1986,6,1,0.377
1986,6,2,0.264
1986,6,3,0.111
1986,6,4,0.154
1986,6,5,0.232
1986,6,6,0.175
1986,6,7,0.299
1986,6,8,0.325
1986,6,9,0.124
1986,6,10,-0.292
1986,6,11,-0.217
1986,6,12,0.152
1986,6,13,0.194
1986,6,14,-0.091
1986,6,15,-0.276
1986,6,16,-0.186
1986,6,17,-0.213
1986,6,18,-0.175
1986,6,19,0.037
1986,6,20,0.074
1986,6,21,0.191
1986,6,22,0.588
1986,6,23,0.852
1986,6,24,0.914
1986,6,25,0.443
1986,6,26,0.153
1986,6,27,0.335
1986,6,28,0.520
1986,6,29,0.456
1986,6,30,-0.065
1986,7,1,-0.119
1986,7,2,0.451
1986,7,3,0.666
1986,7,4,0.766
1986,7,5,1.205
1986,7,6,1.287
1986,7,7,1.078
1986,7,8,0.751
1986,7,9,0.836
1986,7,10,1.126
1986,7,11,0.810
1986,7,12,0.227
1986,7,13,0.392
1986,7,14,0.549
1986,7,15,0.204
1986,7,16,-0.209
1986,7,17,-0.586
1986,7,18,-0.661
1986,7,19,-0.824
1986,7,20,-1.073
1986,7,21,-1.122
1986,7,22,-0.806
1986,7,23,-0.507
1986,7,24,-0.901
1986,7,25,-0.978
1986,7,26,-0.682
1986,7,27,-0.838
1986,7,28,-1.142
1986,7,29,-1.076
1986,7,30,-1.538
1986,7,31,-2.039
1986,8,1,-1.911
1986,8,2,-1.537
1986,8,3,-1.060
1986,8,4,-0.482
1986,8,5,-0.108
1986,8,6,0.027
1986,8,7,0.038
1986,8,8,0.117
1986,8,9,0.075
1986,8,10,-0.165
1986,8,11,-0.729
1986,8,12,-0.718
1986,8,13,-0.662
1986,8,14,-0.842
1986,8,15,-1.148
1986,8,16,-1.478
1986,8,17,-1.535
1986,8,18,-1.525
1986,8,19,-1.445
1986,8,20,-1.229
1986,8,21,-0.697
1986,8,22,-0.512
1986,8,23,-1.018
1986,8,24,-1.450
1986,8,25,-1.364
1986,8,26,-0.931
1986,8,27,-0.342
1986,8,28,-0.275
1986,8,29,-0.460
1986,8,30,-0.686
1986,8,31,-0.609
1986,9,1,-0.713
1986,9,2,-0.808
1986,9,3,-0.672
1986,9,4,-0.480
1986,9,5,-0.408
1986,9,6,0.005
1986,9,7,0.183
1986,9,8,-0.039
1986,9,9,-0.032
1986,9,10,-0.032
1986,9,11,-0.138
1986,9,12,-0.059
1986,9,13,0.217
1986,9,14,0.466
1986,9,15,0.558
1986,9,16,0.398
1986,9,17,-0.098
1986,9,18,-0.239
1986,9,19,0.287
1986,9,20,0.433
1986,9,21,-0.167
1986,9,22,-0.403
1986,9,23,-0.193
1986,9,24,0.236
1986,9,25,0.267
1986,9,26,-0.210
1986,9,27,-0.251
1986,9,28,0.465
1986,9,29,0.976
1986,9,30,1.522
1986,10,1,-1.298
1986,10,2,-0.926
1986,10,3,-0.688
1986,10,4,-0.491
1986,10,5,-0.244
1986,10,6,-0.063
1986,10,7,-0.215
1986,10,8,-0.239
1986,10,9,-0.254
1986,10,10,0.208
1986,10,11,0.751
1986,10,12,0.943
1986,10,13,1.014
1986,10,14,1.114
1986,10,15,1.022
1986,10,16,0.955
1986,10,17,0.910
1986,10,18,0.976
1986,10,19,1.104
1986,10,20,1.276
1986,10,21,1.273
1986,10,22,1.034
1986,10,23,0.871
1986,10,24,0.733
1986,10,25,0.637
1986,10,26,0.441
1986,10,27,0.097
1986,10,28,-0.138
1986,10,29,0.003
1986,10,30,-0.214
1986,10,31,-0.350
1986,11,1,-0.267
1986,11,2,-0.035
1986,11,3,0.130
1986,11,4,-0.290
1986,11,5,-1.053
1986,11,6,-1.592
1986,11,7,-1.678
1986,11,8,-1.563
1986,11,9,-1.292
1986,11,10,-0.905
1986,11,11,-0.648
1986,11,12,-0.680
1986,11,13,-0.856
1986,11,14,-0.947
1986,11,15,-1.431
1986,11,16,-1.622
1986,11,17,-1.430
1986,11,18,-0.986
1986,11,19,-0.517
1986,11,20,-0.142
1986,11,21,0.035
1986,11,22,0.288
1986,11,23,0.579
1986,11,24,0.522
1986,11,25,0.413
1986,11,26,0.390
1986,11,27,0.491
1986,11,28,0.611
1986,11,29,0.625
1986,11,30,0.706
1986,12,1,0.462
1986,12,2,0.399
1986,12,3,0.378
1986,12,4,0.597
1986,12,5,0.729
1986,12,6,0.896
1986,12,7,0.816
1986,12,8,1.044
1986,12,9,1.276
1986,12,10,1.253
1986,12,11,1.233
1986,12,12,1.001
1986,12,13,0.624
1986,12,14,0.319
1986,12,15,0.337
1986,12,16,0.413
1986,12,17,0.457
1986,12,18,0.329
1986,12,19,0.282
1986,12,20,0.384
1986,12,21,0.720
1986,12,22,0.890
1986,12,23,1.079
1986,12,24,1.082
1986,12,25,0.883
1986,12,26,0.646
1986,12,27,0.745
1986,12,28,0.802
1986,12,29,0.824
1986,12,30,0.964
1986,12,31,0.961
1987,1,1,0.758
1987,1,2,0.449
1987,1,3,0.272
1987,1,4,0.338
1987,1,5,0.311
1987,1,6,0.414
1987,1,7,0.731
1987,1,8,0.915
1987,1,9,1.068
1987,1,10,1.127
1987,1,11,1.045
1987,1,12,0.638
1987,1,13,0.225
1987,1,14,0.131
1987,1,15,0.327
1987,1,16,0.498
1987,1,17,0.409
1987,1,18,0.417
1987,1,19,0.409
1987,1,20,0.264
1987,1,21,0.416
1987,1,22,0.677
1987,1,23,0.707
1987,1,24,0.453
1987,1,25,0.225
1987,1,26,0.314
1987,1,27,0.476
1987,1,28,0.460
1987,1,29,0.460
1987,1,30,0.661
1987,1,31,0.939
1987,2,1,1.131
1987,2,2,1.273
1987,2,3,1.146
1987,2,4,1.010
1987,2,5,1.036
1987,2,6,1.086
1987,2,7,1.059
1987,2,8,1.080
1987,2,9,0.974
1987,2,10,0.582
1987,2,11,0.272
1987,2,12,0.201
1987,2,13,0.234
1987,2,14,0.431
1987,2,15,0.717
1987,2,16,0.888
1987,2,17,0.913
1987,2,18,0.849
1987,2,19,0.779
1987,2,20,0.553
1987,2,21,0.304
1987,2,22,-0.002
1987,2,23,-0.135
1987,2,24,-0.343
1987,2,25,-0.570
1987,2,26,-0.381
1987,2,27,-0.156
1987,2,28,0.145
1987,3,1,0.299
1987,3,2,0.278
1987,3,3,0.608
1987,3,4,0.942
1987,3,5,1.169
1987,3,6,1.247
1987,3,7,0.955
1987,3,8,0.789
1987,3,9,0.876
1987,3,10,0.878
1987,3,11,0.665
1987,3,12,0.720
1987,3,13,0.783
1987,3,14,0.651
1987,3,15,0.705
1987,3,16,0.718
1987,3,17,0.711
1987,3,18,0.581
1987,3,19,0.508
1987,3,20,0.578
1987,3,21,0.945
1987,3,22,1.121
1987,3,23,1.080
1987,3,24,0.946
1987,3,25,0.399
1987,3,26,-0.163
1987,3,27,-0.028
1987,3,28,0.404
1987,3,29,0.679
1987,3,30,0.714
1987,3,31,0.836
1987,4,1,1.051
1987,4,2,1.412
1987,4,3,1.289
1987,4,4,1.437
1987,4,5,2.018
1987,4,6,2.285
1987,4,7,1.957
1987,4,8,1.417
1987,4,9,1.185
1987,4,10,0.980
1987,4,11,0.719
1987,4,12,0.625
1987,4,13,1.006
1987,4,14,1.195
1987,4,15,1.214
1987,4,16,0.954
1987,4,17,0.685
1987,4,18,0.676
1987,4,19,0.788
1987,4,20,0.686
1987,4,21,0.226
1987,4,22,-0.103
1987,4,23,-0.206
1987,4,24,-0.177
1987,4,25,-0.151
1987,4,26,0.001
1987,4,27,0.484
1987,4,28,1.123
1987,4,29,1.301
1987,4,30,1.055
1987,5,1,0.824
1987,5,2,0.878
1987,5,3,1.203
1987,5,4,1.342
1987,5,5,1.237
1987,5,6,0.743
1987,5,7,0.445
1987,5,8,0.078
1987,5,9,-0.647
1987,5,10,-0.952
1987,5,11,-0.943
1987,5,12,-1.107
1987,5,13,-0.932
1987,5,14,-0.745
1987,5,15,-0.568
1987,5,16,-0.448
1987,5,17,-0.593
1987,5,18,-1.015
1987,5,19,-1.219
1987,5,20,-1.120
1987,5,21,-0.973
1987,5,22,-0.762
1987,5,23,-0.924
1987,5,24,-0.993
1987,5,25,-1.058
1987,5,26,-1.182
1987,5,27,-1.087
1987,5,28,-0.853
1987,5,29,-1.082
1987,5,30,-1.173
1987,5,31,-1.122
1987,6,1,-0.909
1987,6,2,-0.642
1987,6,3,-0.615
1987,6,4,-0.875
1987,6,5,-0.763
1987,6,6,-0.637
1987,6,7,-0.339
1987,6,8,0.155
1987,6,9,0.408
1987,6,10,-0.082
1987,6,11,-0.710
1987,6,12,-0.998
1987,6,13,-1.121
1987,6,14,-1.073
1987,6,15,-0.581
1987,6,16,-0.275
1987,6,17,0.092
1987,6,18,0.476
1987,6,19,0.627
1987,6,20,0.703
1987,6,21,0.653
1987,6,22,0.791
1987,6,23,1.145
1987,6,24,0.870
1987,6,25,0.602
1987,6,26,0.787
1987,6,27,1.122
1987,6,28,1.386
1987,6,29,1.915
1987,6,30,2.443
1987,7,1,2.402
1987,7,2,1.966
1987,7,3,1.860
1987,7,4,1.719
1987,7,5,1.416
1987,7,6,1.109
1987,7,7,1.054
1987,7,8,0.693
1987,7,9,0.035
1987,7,10,-0.434
1987,7,11,-0.583
1987,7,12,-0.693
1987,7,13,-0.677
1987,7,14,-0.528
1987,7,15,-0.440
1987,7,16,-0.450
1987,7,17,-1.124
1987,7,18,-1.669
1987,7,19,-1.343
1987,7,20,-0.785
1987,7,21,-0.806
1987,7,22,-1.418
1987,7,23,-1.788
1987,7,24,-1.355
1987,7,25,-0.204
1987,7,26,0.760
1987,7,27,1.011
1987,7,28,0.977
1987,7,29,0.862
1987,7,30,1.242
1987,7,31,1.679
1987,8,1,1.563
1987,8,2,1.189
1987,8,3,0.611
1987,8,4,0.255
1987,8,5,-0.008
1987,8,6,-0.235
1987,8,7,-0.388
1987,8,8,-0.234
1987,8,9,0.163
1987,8,10,0.532
1987,8,11,0.463
1987,8,12,0.398
1987,8,13,0.260
1987,8,14,0.243
1987,8,15,0.240
1987,8,16,0.258
1987,8,17,0.500
1987,8,18,0.670
1987,8,19,0.774
1987,8,20,1.021
1987,8,21,0.819
1987,8,22,0.238
1987,8,23,-0.046
1987,8,24,0.205
1987,8,25,0.466
1987,8,26,0.167
1987,8,27,-0.150
1987,8,28,-0.195
1987,8,29,-0.261
1987,8,30,-0.162
1987,8,31,-0.446
1987,9,1,-0.744
1987,9,2,-1.081
1987,9,3,-1.822
1987,9,4,-2.123
1987,9,5,-1.968
1987,9,6,-2.153
1987,9,7,-2.554
1987,9,8,-2.328
1987,9,9,-2.083
1987,9,10,-2.015
1987,9,11,-1.699
1987,9,12,-1.601
1987,9,13,-1.277
1987,9,14,-1.061
1987,9,15,-1.213
1987,9,16,-1.382
1987,9,17,-1.596
1987,9,18,-1.739
1987,9,19,-1.657
1987,9,20,-1.534
1987,9,21,-1.414
1987,9,22,-1.004
1987,9,23,-0.639
1987,9,24,-0.848
1987,9,25,-1.522
1987,9,26,-2.194
1987,9,27,-2.501
1987,9,28,-2.612
1987,9,29,-2.245
1987,9,30,-2.118
1987,10,1,1.560
1987,10,2,2.057
1987,10,3,2.289
1987,10,4,1.903
1987,10,5,1.003
1987,10,6,0.356
1987,10,7,-0.048
1987,10,8,-0.342
1987,10,9,-0.652
1987,10,10,-0.372
1987,10,11,0.292
1987,10,12,0.471
1987,10,13,0.211
1987,10,14,0.140
1987,10,15,0.097
1987,10,16,-0.137
1987,10,17,-0.505
1987,10,18,-0.631
1987,10,19,-0.415
1987,10,20,-0.365
1987,10,21,-0.189
1987,10,22,0.258
1987,10,23,0.671
1987,10,24,0.608
1987,10,25,0.335
1987,10,26,0.374
1987,10,27,0.521
1987,10,28,0.586
1987,10,29,0.406
1987,10,30,0.342
1987,10,31,0.562
1987,11,1,0.531
1987,11,2,0.290
1987,11,3,-0.112
1987,11,4,-0.180
1987,11,5,0.090
1987,11,6,0.463
1987,11,7,0.721
1987,11,8,0.972
1987,11,9,1.136
1987,11,10,1.096
1987,11,11,1.044
1987,11,12,0.832
1987,11,13,0.551
1987,11,14,0.319
1987,11,15,0.362
1987,11,16,0.279
1987,11,17,0.064
1987,11,18,-0.015
1987,11,19,0.257
1987,11,20,0.716
1987,11,21,0.741
1987,11,22,0.539
1987,11,23,0.306
1987,11,24,0.321
1987,11,25,0.679
1987,11,26,0.789
1987,11,27,0.923
1987,11,28,1.232
1987,11,29,1.450
1987,11,30,1.679
1987,12,1,1.611
1987,12,2,1.405
1987,12,3,1.310
1987,12,4,1.317
1987,12,5,1.177
1987,12,6,1.118
1987,12,7,1.129
1987,12,8,1.134
1987,12,9,1.001
1987,12,10,0.742
1987,12,11,0.278
1987,12,12,-0.136
1987,12,13,-0.184
1987,12,14,-0.251
1987,12,15,-0.149
1987,12,16,0.048
1987,12,17,0.350
1987,12,18,0.492
1987,12,19,0.544
1987,12,20,0.331
1987,12,21,0.255
1987,12,22,0.228
1987,12,23,0.427
1987,12,24,0.584
1987,12,25,0.594
1987,12,26,0.409
1987,12,27,0.222
1987,12,28,0.173
1987,12,29,0.052
1987,12,30,-0.270
1987,12,31,-0.281
1988,1,1,-0.170
1988,1,2,-0.211
1988,1,3,-0.059
1988,1,4,0.324
1988,1,5,0.518
1988,1,6,0.689
1988,1,7,0.689
1988,1,8,0.616
1988,1,9,0.813
1988,1,10,0.720
1988,1,11,0.503
1988,1,12,0.500
1988,1,13,0.785
1988,1,14,0.917
1988,1,15,0.633
1988,1,16,0.281
1988,1,17,-0.034
1988,1,18,0.050
1988,1,19,0.427
1988,1,20,0.504
1988,1,21,0.700
1988,1,22,0.631
1988,1,23,0.255
1988,1,24,0.188
1988,1,25,0.114
1988,1,26,0.200
1988,1,27,0.252
1988,1,28,0.053
1988,1,29,-0.297
1988,1,30,-0.358
1988,1,31,-0.338
1988,2,1,-0.379
1988,2,2,-0.470
1988,2,3,-0.415
1988,2,4,0.319
1988,2,5,1.038
1988,2,6,1.290
1988,2,7,1.021
1988,2,8,0.901
1988,2,9,0.894
1988,2,10,0.910
1988,2,11,0.693
1988,2,12,0.591
1988,2,13,0.743
1988,2,14,0.901
1988,2,15,0.779
1988,2,16,0.751
1988,2,17,0.842
1988,2,18,1.032
1988,2,19,1.262
1988,2,20,1.556
