Year,Month,Day,Daily AO Value
1978,7,27,-0.246
1978,7,28,-0.069
1978,7,29,-0.172
1978,7,30,-0.084
1978,7,31,-0.131
1978,8,1,0.178
1978,8,2,0.313
1978,8,3,-0.108
1978,8,4,-0.945
1978,8,5,-1.068
1978,8,6,-0.689
1978,8,7,-0.245
1978,8,8,-0.219
1978,8,9,-0.291
1978,8,10,-0.149
1978,8,11,-0.125
1978,8,12,-0.053
1978,8,13,0.399
1978,8,14,0.437
1978,8,15,0.376
1978,8,16,0.234
1978,8,17,0.062
1978,8,18,0.012
1978,8,19,-0.025
1978,8,20,0.493
1978,8,21,0.864
1978,8,22,0.620
1978,8,23,-0.130
1978,8,24,-0.655
1978,8,25,-1.060
1978,8,26,-0.993
1978,8,27,-1.297
1978,8,28,-1.684
1978,8,29,-1.729
1978,8,30,-1.542
1978,8,31,-1.557
1978,9,1,-1.640
1978,9,2,-1.610
1978,9,3,-1.668
1978,9,4,-1.885
1978,9,5,-1.705
1978,9,6,-1.520
1978,9,7,-1.255
1978,9,8,-0.996
1978,9,9,-0.635
1978,9,10,-0.282
1978,9,11,-0.510
1978,9,12,-0.396
1978,9,13,0.238
1978,9,14,1.277
1978,9,15,1.945
1978,9,16,1.941
1978,9,17,1.669
1978,9,18,0.934
1978,9,19,0.164
1978,9,20,-0.101
1978,9,21,0.252
1978,9,22,0.626
1978,9,23,1.104
1978,9,24,1.301
1978,9,25,1.198
1978,9,26,0.787
1978,9,27,0.100
1978,9,28,-0.344
1978,9,29,-0.911
1978,9,30,-0.943
1978,10,1,-0.504
1978,10,2,-0.478
1978,10,3,-1.088
1978,10,4,-1.251
1978,10,5,-1.057
1978,10,6,-1.526
1978,10,7,-1.835
1978,10,8,-1.606
1978,10,9,-0.202
1978,10,10,1.562
1978,10,11,1.925
1978,10,12,1.330
1978,10,13,0.828
1978,10,14,0.730
1978,10,15,0.634
1978,10,16,0.487
1978,10,17,0.529
1978,10,18,0.974
1978,10,19,1.615
1978,10,20,1.508
1978,10,21,1.486
1978,10,22,1.220
1978,10,23,1.243
1978,10,24,1.672
1978,10,25,1.822
1978,10,26,2.336
1978,10,27,2.547
1978,10,28,2.549
1978,10,29,2.909
1978,10,30,3.091
1978,10,31,3.294
1978,11,1,3.925
1978,11,2,4.544
1978,11,3,3.921
1978,11,4,3.105
1978,11,5,2.566
1978,11,6,2.307
1978,11,7,2.254
1978,11,8,2.940
1978,11,9,3.256
1978,11,10,3.509
1978,11,11,3.941
1978,11,12,3.825
1978,11,13,3.596
1978,11,14,3.392
1978,11,15,2.997
1978,11,16,2.803
1978,11,17,2.623
1978,11,18,2.776
1978,11,19,3.242
1978,11,20,4.009
1978,11,21,3.690
1978,11,22,3.348
1978,11,23,2.310
1978,11,24,0.581
1978,11,25,-1.222
1978,11,26,-2.138
1978,11,27,-1.428
1978,11,28,-0.018
1978,11,29,0.619
1978,11,30,0.174
1978,12,1,0.239
1978,12,2,0.390
1978,12,3,0.653
1978,12,4,0.540
1978,12,5,-0.483
1978,12,6,-1.686
1978,12,7,-2.057
1978,12,8,-1.255
1978,12,9,-0.298
1978,12,10,-0.266
1978,12,11,-0.166
1978,12,12,0.383
1978,12,13,1.064
1978,12,14,1.445
1978,12,15,0.541
1978,12,16,0.503
1978,12,17,0.674
1978,12,18,0.960
1978,12,19,-0.125
1978,12,20,-0.937
1978,12,21,-1.192
1978,12,22,-1.522
1978,12,23,-1.551
1978,12,24,-1.573
1978,12,25,-2.607
1978,12,26,-3.588
1978,12,27,-4.292
1978,12,28,-4.184
1978,12,29,-3.693
1978,12,30,-3.103
1978,12,31,-2.120
1979,1,1,-1.535
1979,1,2,-1.623
1979,1,3,-1.922
1979,1,4,-1.180
1979,1,5,0.334
1979,1,6,0.790
1979,1,7,0.451
1979,1,8,-0.123
1979,1,9,-0.932
1979,1,10,-1.799
1979,1,11,-2.250
1979,1,12,-2.289
1979,1,13,-2.195
1979,1,14,-2.290
1979,1,15,-2.385
1979,1,16,-1.591
1979,1,17,-1.782
1979,1,18,-2.784
1979,1,19,-3.379
1979,1,20,-3.888
1979,1,21,-4.320
1979,1,22,-3.958
1979,1,23,-3.419
1979,1,24,-4.014
1979,1,25,-4.387
1979,1,26,-3.819
1979,1,27,-3.105
1979,1,28,-2.251
1979,1,29,-1.843
1979,1,30,-1.775
1979,1,31,-1.498
1979,2,1,-1.744
1979,2,2,-1.799
1979,2,3,-1.519
1979,2,4,-1.424
1979,2,5,-1.275
1979,2,6,-1.596
1979,2,7,-1.696
1979,2,8,-1.689
1979,2,9,-1.064
1979,2,10,-1.120
1979,2,11,-1.451
1979,2,12,-1.343
1979,2,13,-0.940
1979,2,14,-0.725
1979,2,15,-0.334
1979,2,16,-0.215
1979,2,17,-0.444
1979,2,18,0.083
1979,2,19,0.732
1979,2,20,0.799
1979,2,21,0.423
1979,2,22,-0.768
1979,2,23,-1.609
1979,2,24,-1.184
1979,2,25,-0.090
1979,2,26,0.965
1979,2,27,1.370
1979,2,28,0.841
1979,3,1,0.372
1979,3,2,0.737
1979,3,3,1.127
1979,3,4,1.264
1979,3,5,1.414
1979,3,6,1.207
1979,3,7,1.090
1979,3,8,0.770
1979,3,9,0.031
1979,3,10,-0.226
1979,3,11,-0.904
1979,3,12,-2.146
1979,3,13,-2.790
1979,3,14,-2.546
1979,3,15,-2.667
1979,3,16,-3.032
1979,3,17,-2.965
1979,3,18,-2.917
1979,3,19,-2.388
1979,3,20,-1.753
1979,3,21,-1.292
1979,3,22,-0.586
1979,3,23,-0.227
1979,3,24,-0.245
1979,3,25,0.147
1979,3,26,0.396
1979,3,27,-0.466
1979,3,28,-1.374
1979,3,29,-1.352
1979,3,30,-1.335
1979,3,31,-1.688
1979,4,1,-2.438
1979,4,2,-2.768
1979,4,3,-2.691
1979,4,4,-2.607
1979,4,5,-2.955
1979,4,6,-3.337
1979,4,7,-3.437
1979,4,8,-3.279
1979,4,9,-3.241
1979,4,10,-3.363
1979,4,11,-3.575
1979,4,12,-3.132
1979,4,13,-2.114
1979,4,14,-1.901
1979,4,15,-2.042
1979,4,16,-1.674
1979,4,17,-1.000
1979,4,18,-0.051
1979,4,19,0.734
1979,4,20,1.053
1979,4,21,1.433
1979,4,22,1.957
1979,4,23,1.876
1979,4,24,1.543
1979,4,25,1.123
1979,4,26,0.610
1979,4,27,0.753
1979,4,28,0.817
1979,4,29,0.253
1979,4,30,-0.020
1979,5,1,-0.516
1979,5,2,-1.085
1979,5,3,-1.501
1979,5,4,-1.540
1979,5,5,-1.107
1979,5,6,-0.902
1979,5,7,-0.970
1979,5,8,-1.104
1979,5,9,-1.032
1979,5,10,-1.058
1979,5,11,-1.348
1979,5,12,-0.771
1979,5,13,0.282
1979,5,14,1.080
1979,5,15,1.115
1979,5,16,0.676
1979,5,17,0.821
1979,5,18,1.804
1979,5,19,1.812
1979,5,20,0.413
1979,5,21,-0.423
1979,5,22,-0.630
1979,5,23,-0.035
1979,5,24,0.352
1979,5,25,0.094
1979,5,26,0.000
1979,5,27,-0.433
1979,5,28,-0.778
1979,5,29,-0.303
1979,5,30,0.102
1979,5,31,-0.496
1979,6,1,-0.808
1979,6,2,-0.808
1979,6,3,-0.723
1979,6,4,-0.410
1979,6,5,0.077
1979,6,6,0.439
1979,6,7,0.629
1979,6,8,1.017
1979,6,9,1.479
1979,6,10,1.949
1979,6,11,2.118
1979,6,12,2.306
1979,6,13,2.538
1979,6,14,2.419
1979,6,15,2.280
1979,6,16,1.574
1979,6,17,1.011
1979,6,18,0.878
1979,6,19,0.706
1979,6,20,0.838
1979,6,21,0.946
1979,6,22,0.558
1979,6,23,-0.036
1979,6,24,-0.200
1979,6,25,0.316
1979,6,26,1.093
1979,6,27,1.806
1979,6,28,1.676
1979,6,29,0.855
1979,6,30,0.472
1979,7,1,0.443
1979,7,2,0.058
1979,7,3,-0.479
1979,7,4,-0.782
1979,7,5,-0.039
1979,7,6,1.005
1979,7,7,1.418
1979,7,8,1.106
1979,7,9,0.572
1979,7,10,0.000
1979,7,11,-0.301
1979,7,12,-0.421
1979,7,13,-0.740
1979,7,14,-1.026
1979,7,15,-0.757
1979,7,16,-0.273
1979,7,17,0.185
1979,7,18,0.666
1979,7,19,0.871
1979,7,20,0.549
1979,7,21,0.266
1979,7,22,0.063
1979,7,23,-0.187
1979,7,24,-0.504
1979,7,25,-0.370
1979,7,26,-0.203
1979,7,27,-0.001
1979,7,28,0.159
1979,7,29,0.166
1979,7,30,-0.002
1979,7,31,-0.293
1979,8,1,-0.135
1979,8,2,0.331
1979,8,3,0.680
1979,8,4,0.804
1979,8,5,0.681
1979,8,6,0.478
1979,8,7,0.333
1979,8,8,0.034
1979,8,9,-0.510
1979,8,10,-0.678
1979,8,11,-0.801
1979,8,12,-0.790
1979,8,13,-0.888
1979,8,14,-0.894
1979,8,15,-0.469
1979,8,16,-0.459
1979,8,17,-0.949
1979,8,18,-1.538
1979,8,19,-1.755
1979,8,20,-1.448
1979,8,21,-1.093
1979,8,22,-1.064
1979,8,23,-0.977
1979,8,24,-0.995
1979,8,25,-1.314
1979,8,26,-1.189
1979,8,27,-0.965
1979,8,28,-1.052
1979,8,29,-1.071
1979,8,30,-1.173
1979,8,31,-1.590
1979,9,1,-1.937
1979,9,2,-2.037
1979,9,3,-1.811
1979,9,4,-1.733
1979,9,5,-1.814
1979,9,6,-1.419
1979,9,7,-0.742
1979,9,8,-0.121
1979,9,9,0.445
1979,9,10,0.435
1979,9,11,0.034
1979,9,12,-0.400
1979,9,13,-0.521
1979,9,14,-0.507
1979,9,15,-0.260
1979,9,16,0.576
1979,9,17,1.341
1979,9,18,1.788
1979,9,19,1.567
1979,9,20,0.656
1979,9,21,0.707
1979,9,22,1.065
1979,9,23,1.069
1979,9,24,1.197
1979,9,25,1.151
1979,9,26,1.221
1979,9,27,0.987
1979,9,28,0.101
1979,9,29,-0.980
1979,9,30,-1.392
1979,10,1,-1.395
1979,10,2,-1.572
1979,10,3,-1.760
1979,10,4,-1.332
1979,10,5,-1.334
1979,10,6,-2.079
1979,10,7,-2.916
1979,10,8,-3.471
1979,10,9,-3.237
1979,10,10,-2.189
1979,10,11,-1.708
1979,10,12,-1.688
1979,10,13,-1.422
1979,10,14,-1.827
1979,10,15,-2.279
1979,10,16,-0.618
1979,10,17,0.935
1979,10,18,1.540
1979,10,19,1.603
1979,10,20,1.103
1979,10,21,-0.026
1979,10,22,-0.469
1979,10,23,-0.692
1979,10,24,-1.387
1979,10,25,-1.571
1979,10,26,-1.030
1979,10,27,-0.853
1979,10,28,-1.172
1979,10,29,-1.535
1979,10,30,-1.418
1979,10,31,-1.375
1979,11,1,-1.668
1979,11,2,-1.608
1979,11,3,-0.157
1979,11,4,1.169
1979,11,5,0.949
1979,11,6,0.049
1979,11,7,-0.488
1979,11,8,-0.822
1979,11,9,-0.701
1979,11,10,-0.340
1979,11,11,0.378
1979,11,12,0.972
1979,11,13,0.823
1979,11,14,0.238
1979,11,15,-0.260
1979,11,16,0.142
1979,11,17,0.616
1979,11,18,-0.030
1979,11,19,-0.780
1979,11,20,-0.442
1979,11,21,0.723
1979,11,22,1.937
1979,11,23,2.789
1979,11,24,2.864
1979,11,25,2.397
1979,11,26,1.640
1979,11,27,-0.170
1979,11,28,-0.270
1979,11,29,1.010
1979,11,30,2.780
1979,12,1,4.593
1979,12,2,5.040
1979,12,3,4.580
1979,12,4,4.453
1979,12,5,4.800
1979,12,6,3.916
1979,12,7,2.814
1979,12,8,3.185
1979,12,9,3.212
1979,12,10,3.085
1979,12,11,2.182
1979,12,12,0.812
1979,12,13,0.376
1979,12,14,0.229
1979,12,15,-0.461
1979,12,16,-1.170
1979,12,17,-0.980
1979,12,18,-0.832
1979,12,19,-0.373
1979,12,20,1.055
1979,12,21,2.062
1979,12,22,1.749
1979,12,23,0.812
1979,12,24,-0.101
1979,12,25,-0.719
1979,12,26,-0.569
1979,12,27,-0.050
1979,12,28,0.109
1979,12,29,-0.828
1979,12,30,-1.893
1979,12,31,-2.380
1980,1,1,-2.546
1980,1,2,-2.085
1980,1,3,-1.351
1980,1,4,-1.361
1980,1,5,-1.502
1980,1,6,-1.347
1980,1,7,-0.803
1980,1,8,-0.145
1980,1,9,-0.317
1980,1,10,-1.061
1980,1,11,-2.297
1980,1,12,-2.315
1980,1,13,-1.661
1980,1,14,-1.656
1980,1,15,-1.447
1980,1,16,-1.075
1980,1,17,-0.621
1980,1,18,-1.115
1980,1,19,-1.851
1980,1,20,-2.213
1980,1,21,-2.702
1980,1,22,-2.985
1980,1,23,-2.969
1980,1,24,-3.705
1980,1,25,-3.638
1980,1,26,-3.109
1980,1,27,-2.589
1980,1,28,-2.191
1980,1,29,-2.515
1980,1,30,-3.170
1980,1,31,-3.418
1980,2,1,-3.011
1980,2,2,-2.512
1980,2,3,-1.697
1980,2,4,-1.575
1980,2,5,-2.255
1980,2,6,-2.638
1980,2,7,-2.549
1980,2,8,-2.293
1980,2,9,-2.351
1980,2,10,-2.273
1980,2,11,-2.369
1980,2,12,-1.828
1980,2,13,-1.033
1980,2,14,-0.537
1980,2,15,-0.085
1980,2,16,0.332
1980,2,17,0.061
1980,2,18,-0.071
1980,2,19,0.866
1980,2,20,1.012
1980,2,21,0.472
1980,2,22,0.369
1980,2,23,1.003
1980,2,24,0.905
1980,2,25,0.463
1980,2,26,-0.559
1980,2,27,-0.895
1980,2,28,-0.498
1980,2,29,-0.571
1980,3,1,-0.807
1980,3,2,-0.410
1980,3,3,-0.024
1980,3,4,0.137
1980,3,5,0.603
1980,3,6,0.913
1980,3,7,0.133
1980,3,8,0.428
1980,3,9,0.461
1980,3,10,0.416
1980,3,11,0.175
1980,3,12,-0.441
1980,3,13,-0.905
1980,3,14,-0.916
1980,3,15,-1.594
1980,3,16,-2.561
1980,3,17,-3.188
1980,3,18,-2.795
1980,3,19,-2.833
1980,3,20,-2.791
1980,3,21,-2.790
1980,3,22,-2.717
1980,3,23,-2.701
1980,3,24,-2.870
1980,3,25,-2.741
1980,3,26,-2.696
1980,3,27,-2.588
1980,3,28,-2.281
1980,3,29,-2.134
1980,3,30,-1.939
1980,3,31,-1.396
1980,4,1,-1.283
1980,4,2,-1.254
1980,4,3,-1.191
1980,4,4,-1.114
1980,4,5,-1.340
1980,4,6,-1.466
1980,4,7,-1.183
1980,4,8,-0.767
1980,4,9,-0.544
1980,4,10,-0.146
1980,4,11,-0.256
1980,4,12,-0.322
1980,4,13,0.392
1980,4,14,0.814
1980,4,15,0.768
1980,4,16,1.185
1980,4,17,1.481
1980,4,18,1.038
1980,4,19,0.502
1980,4,20,0.005
1980,4,21,-0.227
1980,4,22,-0.266
1980,4,23,-0.442
1980,4,24,-0.437
1980,4,25,-0.936
1980,4,26,-1.487
1980,4,27,-1.310
1980,4,28,-0.964
1980,4,29,-0.625
1980,4,30,-0.753
1980,5,1,-1.013
1980,5,2,-1.266
1980,5,3,-1.648
1980,5,4,-2.342
1980,5,5,-2.983
1980,5,6,-2.964
1980,5,7,-2.448
1980,5,8,-1.815
1980,5,9,-1.467
1980,5,10,-1.336
1980,5,11,-1.128
1980,5,12,-0.785
1980,5,13,-0.244
1980,5,14,-0.210
1980,5,15,-0.666
1980,5,16,-1.118
1980,5,17,-1.097
1980,5,18,-0.907
1980,5,19,-0.433
1980,5,20,-0.372
1980,5,21,-0.266
1980,5,22,0.192
1980,5,23,-0.007
1980,5,24,-0.853
1980,5,25,-1.705
1980,5,26,-2.071
1980,5,27,-1.929
1980,5,28,-1.275
1980,5,29,-0.630
1980,5,30,-0.163
1980,5,31,0.418
1980,6,1,0.564
1980,6,2,0.387
1980,6,3,0.205
1980,6,4,0.228
1980,6,5,0.037
1980,6,6,0.120
1980,6,7,0.549
1980,6,8,0.648
1980,6,9,0.219
1980,6,10,0.163
1980,6,11,0.652
1980,6,12,1.132
1980,6,13,1.468
1980,6,14,1.399
1980,6,15,1.408
1980,6,16,1.613
1980,6,17,1.656
1980,6,18,1.531
1980,6,19,1.248
1980,6,20,1.063
1980,6,21,1.099
1980,6,22,0.674
1980,6,23,0.163
1980,6,24,-0.066
1980,6,25,0.022
1980,6,26,0.509
1980,6,27,0.957
1980,6,28,0.753
1980,6,29,0.287
1980,6,30,0.184
1980,7,1,0.101
1980,7,2,-0.011
1980,7,3,-0.120
1980,7,4,-0.391
1980,7,5,-0.864
1980,7,6,-1.085
1980,7,7,-1.294
1980,7,8,-1.428
1980,7,9,-1.244
1980,7,10,-0.752
1980,7,11,-0.464
1980,7,12,-0.183
1980,7,13,-0.355
1980,7,14,-0.790
1980,7,15,-1.020
1980,7,16,-0.859
1980,7,17,-0.620
1980,7,18,-0.265
1980,7,19,-0.101
1980,7,20,-0.218
1980,7,21,-0.295
1980,7,22,-0.394
1980,7,23,-0.546
1980,7,24,-0.544
1980,7,25,-0.410
1980,7,26,-0.459
1980,7,27,-0.409
1980,7,28,-0.499
1980,7,29,-0.934
1980,7,30,-1.132
1980,7,31,-1.020
1980,8,1,-0.859
1980,8,2,-0.689
1980,8,3,-0.454
1980,8,4,-0.451
1980,8,5,-0.498
1980,8,6,-0.429
1980,8,7,-0.367
1980,8,8,-0.458
1980,8,9,-0.729
1980,8,10,-0.932
1980,8,11,-1.011
1980,8,12,-1.022
1980,8,13,-1.115
1980,8,14,-1.101
1980,8,15,-1.199
1980,8,16,-1.064
1980,8,17,-0.434
1980,8,18,0.711
1980,8,19,1.641
1980,8,20,1.440
1980,8,21,0.887
1980,8,22,0.267
1980,8,23,0.018
1980,8,24,0.007
1980,8,25,-0.291
1980,8,26,-0.188
1980,8,27,0.285
1980,8,28,0.682
1980,8,29,0.577
1980,8,30,0.453
1980,8,31,0.784
1980,9,1,1.038
1980,9,2,1.228
1980,9,3,1.084
1980,9,4,0.830
1980,9,5,1.032
1980,9,6,1.253
1980,9,7,1.319
1980,9,8,1.296
1980,9,9,1.385
1980,9,10,1.068
1980,9,11,0.256
1980,9,12,-0.427
1980,9,13,-0.540
1980,9,14,-0.354
1980,9,15,-0.389
1980,9,16,-0.228
1980,9,17,-0.237
1980,9,18,-0.170
1980,9,19,-0.088
1980,9,20,-0.375
1980,9,21,-0.506
1980,9,22,-0.238
1980,9,23,-0.013
1980,9,24,-0.059
1980,9,25,0.002
1980,9,26,-0.034
1980,9,27,-0.637
1980,9,28,-0.331
1980,9,29,0.690
1980,9,30,1.187
1980,10,1,0.815
1980,10,2,0.131
1980,10,3,-0.473
1980,10,4,-0.362
1980,10,5,-0.213
1980,10,6,0.401
1980,10,7,0.748
1980,10,8,0.941
1980,10,9,0.461
1980,10,10,-0.605
1980,10,11,-1.018
1980,10,12,-1.176
1980,10,13,-1.942
1980,10,14,-2.862
1980,10,15,-2.669
1980,10,16,-1.956
1980,10,17,-1.357
1980,10,18,-0.842
1980,10,19,-0.414
1980,10,20,-0.660
1980,10,21,-0.709
1980,10,22,-0.845
1980,10,23,-0.977
1980,10,24,-1.089
1980,10,25,-1.018
1980,10,26,-0.983
1980,10,27,-0.791
1980,10,28,0.231
1980,10,29,1.334
1980,10,30,1.256
1980,10,31,1.059
1980,11,1,0.590
1980,11,2,-0.185
1980,11,3,-1.490
1980,11,4,-2.264
1980,11,5,-2.901
1980,11,6,-2.978
1980,11,7,-1.870
1980,11,8,-1.331
1980,11,9,-1.925
1980,11,10,-2.106
1980,11,11,-2.231
1980,11,12,-2.353
1980,11,13,-1.824
1980,11,14,-0.645
1980,11,15,-0.334
1980,11,16,-0.402
1980,11,17,-0.148
1980,11,18,-0.092
1980,11,19,-0.635
1980,11,20,-0.754
1980,11,21,-0.265
1980,11,22,-0.232
1980,11,23,-0.505
1980,11,24,-0.774
1980,11,25,-0.545
1980,11,26,-1.160
1980,11,27,-2.048
1980,11,28,-2.554
1980,11,29,-2.921
1980,11,30,-2.500
1980,12,1,-1.837
1980,12,2,-1.300
1980,12,3,-0.853
1980,12,4,-0.911
1980,12,5,-1.788
1980,12,6,-2.553
1980,12,7,-2.431
1980,12,8,-1.442
1980,12,9,-0.410
1980,12,10,-0.029
1980,12,11,0.183
1980,12,12,0.475
1980,12,13,0.910
1980,12,14,1.012
1980,12,15,1.019
1980,12,16,1.678
1980,12,17,1.410
1980,12,18,-0.002
1980,12,19,-0.495
1980,12,20,-1.082
1980,12,21,-1.035
1980,12,22,-0.405
1980,12,23,0.165
1980,12,24,0.275
1980,12,25,0.579
1980,12,26,0.796
1980,12,27,1.588
1980,12,28,1.822
1980,12,29,1.519
1980,12,30,1.135
1980,12,31,0.291
1981,1,1,-0.272
1981,1,2,-0.585
1981,1,3,-1.284
1981,1,4,-1.598
1981,1,5,-1.802
1981,1,6,-2.134
1981,1,7,-1.465
1981,1,8,-0.995
1981,1,9,-1.350
1981,1,10,-0.962
1981,1,11,-0.306
1981,1,12,0.068
1981,1,13,0.152
1981,1,14,0.436
1981,1,15,0.198
1981,1,16,0.237
1981,1,17,-0.046
1981,1,18,-0.628
1981,1,19,-1.226
1981,1,20,-0.847
1981,1,21,-0.654
1981,1,22,-0.612
1981,1,23,-0.017
1981,1,24,0.892
1981,1,25,1.329
1981,1,26,1.564
1981,1,27,1.713
1981,1,28,1.412
1981,1,29,1.378
1981,1,30,1.686
1981,1,31,2.237
1981,2,1,2.455
1981,2,2,3.118
1981,2,3,3.233
1981,2,4,2.330
1981,2,5,2.105
1981,2,6,2.337
1981,2,7,2.136
1981,2,8,1.087
1981,2,9,-0.566
1981,2,10,-0.958
1981,2,11,-0.440
1981,2,12,-1.597
1981,2,13,-1.168
1981,2,14,-0.034
1981,2,15,-0.033
1981,2,16,-0.211
1981,2,17,0.078
1981,2,18,-0.337
1981,2,19,-0.625
1981,2,20,-0.848
1981,2,21,-1.082
1981,2,22,-1.401
1981,2,23,-2.417
1981,2,24,-3.120
1981,2,25,-2.989
1981,2,26,-3.230
1981,2,27,-3.462
1981,2,28,-3.320
1981,3,1,-3.228
1981,3,2,-3.405
1981,3,3,-3.759
1981,3,4,-4.318
1981,3,5,-4.294
1981,3,6,-4.218
1981,3,7,-3.663
1981,3,8,-2.628
1981,3,9,-2.043
1981,3,10,-1.040
1981,3,11,-0.098
1981,3,12,-0.161
1981,3,13,-0.237
1981,3,14,-0.438
1981,3,15,-1.143
1981,3,16,-1.832
1981,3,17,-2.465
1981,3,18,-3.460
1981,3,19,-3.376
1981,3,20,-3.212
1981,3,21,-3.218
1981,3,22,-2.620
1981,3,23,-1.780
1981,3,24,-1.365
1981,3,25,-0.829
1981,3,26,0.061
1981,3,27,0.565
1981,3,28,1.595
1981,3,29,2.462
1981,3,30,2.779
1981,3,31,2.192
1981,4,1,1.436
1981,4,2,1.426
1981,4,3,0.962
1981,4,4,0.702
1981,4,5,1.291
1981,4,6,1.765
1981,4,7,1.450
1981,4,8,1.622
1981,4,9,1.854
1981,4,10,1.058
1981,4,11,0.060
1981,4,12,-0.131
1981,4,13,-0.205
1981,4,14,-0.143
1981,4,15,0.245
1981,4,16,0.252
1981,4,17,-0.072
1981,4,18,-0.396
1981,4,19,-1.091
1981,4,20,-0.997
1981,4,21,-0.614
1981,4,22,-0.826
1981,4,23,-0.967
1981,4,24,-1.090
1981,4,25,-0.750
1981,4,26,-0.054
1981,4,27,0.866
1981,4,28,1.677
1981,4,29,1.862
1981,4,30,1.260
1981,5,1,0.923
1981,5,2,1.254
1981,5,3,1.089
1981,5,4,0.708
1981,5,5,0.333
1981,5,6,-0.059
1981,5,7,-0.561
1981,5,8,-0.470
1981,5,9,0.415
1981,5,10,0.636
1981,5,11,0.387
1981,5,12,0.215
1981,5,13,0.230
1981,5,14,0.117
1981,5,15,0.300
1981,5,16,0.465
1981,5,17,0.543
1981,5,18,0.469
1981,5,19,0.467
1981,5,20,0.264
1981,5,21,0.114
1981,5,22,0.226
1981,5,23,0.247
1981,5,24,-0.053
1981,5,25,-0.334
1981,5,26,-0.473
1981,5,27,-0.483
1981,5,28,-0.410
1981,5,29,-0.420
1981,5,30,-0.403
1981,5,31,-0.373
1981,6,1,-0.635
1981,6,2,-0.668
1981,6,3,-0.305
1981,6,4,0.150
1981,6,5,0.426
1981,6,6,0.392
1981,6,7,0.028
1981,6,8,-0.118
1981,6,9,-0.112
1981,6,10,-0.257
1981,6,11,-0.233
1981,6,12,-0.150
1981,6,13,0.342
1981,6,14,0.336
1981,6,15,-0.318
1981,6,16,-0.988
1981,6,17,-1.243
1981,6,18,-1.094
1981,6,19,-0.996
1981,6,20,-1.011
1981,6,21,-0.492
1981,6,22,-0.302
1981,6,23,-0.851
1981,6,24,-1.198
1981,6,25,-1.202
1981,6,26,-0.968
1981,6,27,-0.645
1981,6,28,-0.530
1981,6,29,-0.167
1981,6,30,0.138
1981,7,1,0.584
1981,7,2,1.268
1981,7,3,1.867
1981,7,4,1.708
1981,7,5,1.423
1981,7,6,1.283
1981,7,7,0.647
1981,7,8,-0.099
1981,7,9,-0.527
1981,7,10,-0.514
1981,7,11,-0.162
1981,7,12,0.264
1981,7,13,0.266
1981,7,14,0.505
1981,7,15,0.879
1981,7,16,0.977
1981,7,17,0.915
1981,7,18,0.943
1981,7,19,0.822
1981,7,20,0.553
1981,7,21,0.122
1981,7,22,-0.143
1981,7,23,-0.076
1981,7,24,0.450
1981,7,25,0.929
1981,7,26,0.943
1981,7,27,0.826
1981,7,28,0.447
1981,7,29,-0.015
1981,7,30,-0.260
1981,7,31,-0.066
1981,8,1,0.443
1981,8,2,0.704
1981,8,3,0.680
1981,8,4,0.440
1981,8,5,-0.099
1981,8,6,-0.820
1981,8,7,-1.031
1981,8,8,-0.907
1981,8,9,-0.544
1981,8,10,-0.108
1981,8,11,-0.133
1981,8,12,-0.204
1981,8,13,-0.227
1981,8,14,-0.363
1981,8,15,-0.192
1981,8,16,0.328
1981,8,17,0.691
1981,8,18,0.828
1981,8,19,0.931
1981,8,20,0.660
1981,8,21,0.196
1981,8,22,-0.098
1981,8,23,-0.306
1981,8,24,-0.465
1981,8,25,-0.658
1981,8,26,-0.810
1981,8,27,-0.902
1981,8,28,-1.040
1981,8,29,-1.355
1981,8,30,-1.495
1981,8,31,-1.446
1981,9,1,-1.959
1981,9,2,-2.012
1981,9,3,-1.694
1981,9,4,-1.497
1981,9,5,-1.037
1981,9,6,-0.950
1981,9,7,-0.992
1981,9,8,-0.954
1981,9,9,-1.208
1981,9,10,-1.385
1981,9,11,-1.193
1981,9,12,-1.268
1981,9,13,-1.540
1981,9,14,-1.597
1981,9,15,-1.540
1981,9,16,-1.231
1981,9,17,-0.700
1981,9,18,-0.358
1981,9,19,-0.049
1981,9,20,-0.074
1981,9,21,0.484
1981,9,22,0.925
1981,9,23,1.222
1981,9,24,0.668
1981,9,25,-0.384
1981,9,26,-1.382
1981,9,27,-1.655
1981,9,28,-1.907
1981,9,29,-2.372
1981,9,30,-2.457
1981,10,1,-2.271
1981,10,2,-2.537
1981,10,3,-3.076
1981,10,4,-3.019
1981,10,5,-2.868
1981,10,6,-2.552
1981,10,7,-2.083
1981,10,8,-2.125
1981,10,9,-2.280
1981,10,10,-1.871
1981,10,11,-1.663
1981,10,12,-1.311
1981,10,13,-0.993
1981,10,14,-0.557
1981,10,15,-0.271
1981,10,16,-0.005
1981,10,17,0.078
1981,10,18,-0.112
1981,10,19,-0.534
1981,10,20,-0.983
1981,10,21,-0.863
1981,10,22,-0.679
1981,10,23,-0.425
1981,10,24,0.183
1981,10,25,0.302
1981,10,26,0.282
1981,10,27,-0.372
1981,10,28,-0.893
1981,10,29,-0.846
1981,10,30,-0.461
1981,10,31,-0.103
1981,11,1,0.304
1981,11,2,0.265
1981,11,3,0.274
1981,11,4,0.522
1981,11,5,0.178
1981,11,6,-0.278
1981,11,7,-0.650
1981,11,8,-0.720
1981,11,9,-0.028
1981,11,10,0.778
